age,nbHomme,nbFemme,tot,proba
0,1439,1337,2776,0.00828810108139417
1,1634,1578,3212,0.00958983453654109
2,1670,1599,3269,0.00976001528641122
3,1593,1520,3113,0.0092942574446614
4,1880,1733,3613,0.0107870710400134
5,1882,1650,3532,0.0105452352375664
6,1874,1777,3651,0.0109005248732601
7,1972,1725,3697,0.0110378637240325
8,1973,1694,3667,0.0109482949083114
9,1692,1613,3305,0.00986749786527656
10,1789,1671,3460,0.0103302700798357
11,1837,1681,3518,0.0105034364568965
12,1733,1682,3415,0.010195916856254
13,1797,1591,3388,0.010115304922105
14,1678,1660,3338,0.00996602356256979
15,1770,1706,3476,0.0103780401148869
16,1891,1631,3522,0.0105153789656593
17,1738,1491,3229,0.00964059019878306
18,1845,1695,3540,0.010569120255092
19,1671,1468,3139,0.0093718837516197
20,1512,1593,3105,0.00927037242713577
21,1673,1599,3272,0.00976897216798333
22,1617,1574,3191,0.00952713636553631
23,1540,1493,3033,0.00905540726940508
24,1655,1661,3316,0.0099003397643743
25,1692,1711,3403,0.0101600893299655
26,1911,1864,3775,0.0112707426449074
27,1835,1958,3793,0.0113244839343401
28,1821,1973,3794,0.0113274695615308
29,1809,1987,3796,0.0113334408159122
30,1825,2004,3829,0.0114319665132054
31,2016,2277,4293,0.0128172975296921
32,1961,2150,4111,0.0122739133809839
33,1869,1978,3847,0.0114857078026381
34,1988,2320,4308,0.0128620819375526
35,2131,2209,4340,0.0129576220076551
36,2374,2328,4702,0.01403841905069
37,1881,2243,4124,0.0123127265344631
38,1948,2105,4053,0.0121007470039231
39,1986,2093,4079,0.0121783733108814
40,1915,2035,3950,0.0117932274032806
41,2213,2216,4429,0.0132233428276278
42,2009,2306,4315,0.0128829813278875
43,2244,2312,4556,0.0136025174808472
44,2546,2461,5007,0.0149490353438547
45,2295,2291,4586,0.0136920862965683
46,2477,2477,4954,0.0147907971027474
47,2418,2547,4965,0.0148236390018451
48,2317,2481,4798,0.0143250392609976
49,2408,2381,4789,0.0142981686162812
50,2299,2303,4602,0.0137398563316196
51,2359,2559,4918,0.014683314523882
52,2442,2475,4917,0.0146803288966913
53,2300,2473,4773,0.01425039858123
54,2185,2343,4528,0.0135189199195075
55,2153,2313,4466,0.0133338110336838
56,2420,2373,4793,0.014310111125044
57,2254,2234,4488,0.0133994948318793
58,2023,2228,4251,0.0126919011876825
59,2130,2189,4319,0.0128949238366504
60,2119,2189,4308,0.0128620819375526
61,2179,2209,4388,0.0131009321128089
62,2209,2165,4374,0.0130591333321391
63,2113,2307,4420,0.0131964721829115
64,2199,2289,4488,0.0133994948318793
65,2138,2214,4352,0.0129934495339436
66,2286,2396,4682,0.0139787065068759
67,2108,2339,4447,0.0132770841170605
68,2210,2362,4572,0.0136502875158985
69,2081,2088,4169,0.0124470797580448
70,1916,2070,3986,0.0119007099821459
71,1530,1836,3366,0.0100496211239095
72,1623,1941,3564,0.0106407753076689
73,1626,1707,3333,0.00995109542661627
74,1619,1828,3447,0.0102914569263565
75,1359,1618,2977,0.00888821214672566
76,1555,1704,3259,0.00973015901450418
77,1392,1571,2963,0.00884641336605581
78,1214,1435,2649,0.00790892642817477
79,1164,1291,2455,0.0073297147531782
80,1193,1390,2583,0.00771187503358831
81,949,1292,2241,0.00669079053436755
82,887,1279,2166,0.00646686849506476
83,829,1203,2032,0.00606679445151043
84,793,1171,1964,0.00586377180254256
85,720,1054,1774,0.00529650263630881
86,631,1045,1676,0.00500391117161982
87,531,926,1457,0.00435005881685566
88,478,821,1299,0.00387832972072443
89,343,659,1002,0.00299159844508536
90,300,616,916,0.00273483450668482
91,215,556,771,0.00230191856403275
92,156,431,587,0.00175256316094322
93,113,371,484,0.00144504356030071
94,128,296,424,0.00126590592885848
95,78,276,354,0.0010569120255092
96,59,199,258,0.000770291815201619
97,41,82,123,0.000367232144456586
98,11,53,64,0.000191080140205053
99,32,104,136,0.000406045297935737
